name,app_id
Rusted Warfare - RTS,647960
WitchSpring R,1958220
Glass Masquerade,511470
Higurashi When They Cry Hou - Ch.1 Onikakushi,310360
Bejeweled® 3,78000
Rooftops & Alleys: The Parkour Game,2703850
GUILTY GEAR XX ACCENT CORE PLUS R,348550
Hexcells,265890
The Jackbox Party Pack 3,434170
Sticky Business,2303350
Boneraiser Minions,1944570
Meteor 60 Seconds!,788770
YOU and ME and HER: A Love Story,1293820
Rakuen,559210
Ages of Conflict: World War Simulator,2186320
PAC-MAN™ Championship Edition DX+,236450
The Pedestrian,466630
SUPER CHICKEN JUMPER,584640
Incredibox,1545450
I commissioned some bees 0,2250060
Pilgrims,1049280
Defense Grid: The Awakening,18500
klocki,499440
[Nightmare Files] Clap Clap,2933290
Tails Noir: Prologue,992310
Hypnospace Outlaw,844590
Bang-On Balls: Chronicles,1227650
Cinderella Phenomenon - Otome/Visual Novel,568770
"STAR WARS™ Battlefront (Classic, 2004)",1058020
Creeper World 3: Arc Eternal,280220
Turing Complete,1444480
LiEat,373770
The Jackbox Party Pack 7,1211630
One Finger Death Punch 2,980300
Nightmare of Decay,1848450
I Was a Teenage Exocolonist,1148760
Kill It With Fire,1179210
DISTRAINT 2,743390
Civilization IV: Beyond the Sword,8800
Arctic Eggs,2763670
Mitoza,1516240
DRAMAtical Murder,1481080
RED HOT VENGEANCE,1058640
Cobalt Core,2179850
Total Annihilation,298030
Voidigo,1304680
Supraland Six Inches Under,1522870
Heavenly Bodies,1138850
Orbt XL,615610
Freedom Planet,248310
Minds Beneath Us,1610440
Spooky's Jump Scare Mansion: HD Renovation,577690
X-COM: UFO Defense,7760
Dream Ending,944020
Birth,1889040
Northern Journey,1639790
ANTONBLAST,1887400
Primordia,227000
Yoku's Island Express,334940
Some Some Convenience Store,1217390
Shadows Over Loathing,1939160
Fate/stay night REMASTERED,2396980
Muv-Luv Alternative,802890
Duck Simulator 2,1808800
Windowkill,2726450
Progressbar95,1304550
Star of Providence,603960
Magical Girl Celesphonia,1786790
Serious Sam Classic: The First Encounter,41050
The Curse of Monkey Island,730820
Later Alligator,966320
Noel the Mortal Fate S1-7,850000
Dystopika,2379910
"If On A Winter's Night, Four Travelers",1603980
Trick & Treat,497640
Peggle™ Nights,3540
Love Delivery,1817940
Doom & Destiny,318130
Epic Battle Fantasy 3,521200
pureya,1268960
Project Arrhythmia,440310
Songs for a Hero - Definitive Edition,389170
My Friendly Neighborhood,1574260
Beyond Citadel,3371240
News Tower,1649950
Life Goes On: Done to Death,250050
Moonring,2373630
a new life.,1297160
Geometry Arena,1255650
Slice & Dice,1775490
Rolling Line,754150
The Life and Suffering of Sir Brante — Chapter 1&2,1460090
Wandersong,530320
NUKITASHI,2399220
Snezhinka:Sentinel Girls2,2608350
Cookard,2919650
PUMPKIN PANIC,3177920
Wylde Flowers,1896700
A Summer's End - Hong Kong 1986,1111370
Choice of Robots,339350
The Political Process,1184770
Ropuka's Idle Island,3416070
The Crown of Leaves,604330
Warsim: The Realm of Aslona,659540
House,1444350
Labyrinth City: Pierre the Maze Detective,1421790
Spark the Electric Jester 3,1629530
Majotori,588730
Our Adventurer Guild,2026000
Micro Platformer,1283130
Galaxy Burger,2749770
Zeus + Poseidon,566050
Shipwrecked 64,2160220
DYO,791470
Mushroom Cats,1071120
Jet Island,587220
Lunistice,1701800
Serious Sam Classic: The Second Encounter,41060
Super Kiwi 64,1949960
Love Curse: Find Your Soulmate,3069120
Poly Bridge 3,1850160
Squirrel Stapler,2535830
My Brother Rabbit,855640
Kitty Powers' Matchmaker,285740
The Farmer Was Replaced,2060160
Angels with Scaly Wings™ / 鱗羽の天使,571880
Gun Devil,1287040
HOLE,2971610
Master of Orion 2,410980
Lords of the Realm II,397350
Arco,2366970
The Ditzy Demons Are in Love With Me,802870
Super House of Dead Ninjas,224820
Freedom Planet 2,595500
The Darkside Detective: A Fumble in the Dark,795420
NoLimits 2 Roller Coaster Simulation,301320
POPGOES Arcade,1986840
STEINS;GATE: My Darling's Embrace,970560
Roman's Christmas / 罗曼圣诞探案集,926340
RetroMaze,852110
Stephen's Sausage Roll,353540
Utawarerumono: Mask of Truth,1151440
Love at First Sight,353330
STONKS-9800: Stock Market Simulator,1539140
Mushihimesama,377860
Four Last Things,503400
EXAPUNKS,716490
Islets,1669420
Last Train Outta' Wormtown,2318480
URBO: Dream One,2529130
東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,882710
The Baby In Yellow,2291340
Tametsi,709920
Kinkoi: Golden Loveriche,1277940
Football Coach: College Dynasty,2151290
Ultra Fight Da ! Kyanta 2,1026840
PockeDate! - Pocket Dating Simulator,3107350
I Expect You To Die 2: The Spy and the Liar,1499120
Mars First Logistics,1532200
Tiny Terry's Turbo Trip,2238040
The Inn-Sanity,2688570
Gori: Cuddly Carnage,1299690
Vangers,264080
Shotgun Witch,1435310
Children of Silentown: Prologue,1451740
McPixel 3,1338580
SLUDGE LIFE 2,2275150
Indie Game: The Movie,207080
Meg's Monster,1783360
Touhou Artificial Dream in Arcadia,2248430
ElecHead,1456880
STEINS;GATE: Linear Bounded Phenogram,930910
D'LIRIUM,670160
Withering Rooms,2006140
Spring Falls,1040550
Linelight,469790
Disney•Pixar WALL-E,331750
Love Love School Days,1305300
Five Nights At Floppa,1878740
My Child Lebensborn Remastered,2430730
Flatworld,1296540
NEKO-NIN exHeart,407310
Symphonic Rain,629650
Creeper World: Anniversary Edition,422910
Red Planet Farming,1288170
Duelists of Eden,1664200
Kemono Friends Cellien May Cry,1962920
Rocket Rats,3069810
One Dreamer: Prologue,1274140
Levelhead: Platformer Maker,792710
Priest Simulator: Heavy Duty,1675670
Fatum Betula,1281270
Fursan al-Aqsa: The Knights of the Al-Aqsa Mosque,1714420
Adventure of a Lifetime,820730
DEAD LETTER DEPT.,1627350
Sumire,1335230
Hidden & Dangerous 2: Courage Under Fire,703320
NO-SKIN,3011030
Kitsune Tails,1325260
Lilith Wants to Buy Your Soul,2266820
Iron Meat,1157740
Golden Treasure: The Great Green,1065100
Antonball Deluxe,1382320
Escape from Ever After: Onboarding,2789420
GYLT,2206210
I'm on Observation Duty 5,1850550
Staffer Reborn,2658920
MetaWare High School (Demo),1194740
The Symbiant,1883090
Master of Magic Classic,1146370
Super Ledgehop: Double Laser,787070
Super Mombo Quest,1262040
Rain on Your Parade,1213230
SeaBed,583090
Zup! Q,2206560
Nuclear Blaze,1662480
Hexologic,785890
Tree Simulator 2023,1916970
Cryptis,2421370
The Last Clockwinder,1755100
Shatter,20820
Higurashi When They Cry Hou - Ch.4 Himatsubushi,526490
Streets of Fury EX,350910
Vermillion - VR Painting,1608400
A Good Snowman Is Hard To Build,316610
XENOTILT: HOSTILE PINBALL ACTION,2008980
The Heroes Around Me,1768470
Spice&Wolf VR2,1348700
HOPE LEFT ME,2268470
Zombie Estate 2,512490
Gooba Ball,2878140
Hypnagogia 無限の夢 Boundless Dreams,1665500
Disillusion,1490060
Shipped,1037190
Promenade,1781260
Hex of Steel,1240630
Vampire Therapist,2481020
The Norwood Suite,696480
Draw,2473980
100 Waiting Cats,3037060
Regency Solitaire,351090
Tonight We Riot,290690
HackHub: Free Trial,3022810
Lazerbait,529150
Broken Sword - Shadow of the Templars: Reforged,2544110
Lakeview Cabin 2,1291790
Higurashi When They Cry Hou - Ch.7 Minagoroshi,1034940
Bleed 2,396350
Cube Chaos,1958340
The Forest,242760
Dying Light,239140
Don't Starve Together,322330
Sekiro™: Shadows Die Twice - GOTY Edition,814380
Titanfall® 2,1237970
It Takes Two,1426210
It Takes Two Friend's Pass,1426210
Divinity: Original Sin 2 - Definitive Edition,435150
Detroit: Become Human,1222140
DOOM,379720
Sid Meier's Civilization® V,8930
Black Mesa,362890
Kerbal Space Program,220200
Teardown,1167630
Cult of the Lamb,1313140
Age of Empires II (Retired),221380
Kenshi,233860
Resident Evil Village,1196590
CarX Drift Racing Online,635260
Enter the Gungeon,311690
Noita,881100
Outer Wilds,753640
Clair Obscur: Expedition 33,1903340
Beat Saber,620980
Resident Evil 7 Biohazard,418370
FTL: Faster Than Light,212680
Yakuza 0,638970
Ori and the Blind Forest: Definitive Edition,387290
Ultimate Custom Night,871720
Batman: Arkham City - Game of the Year Edition,200260
Saints Row: The Third,55230
Besiege,346010
The Elder Scrolls IV: Oblivion® Game of the Year Edition (2009),22330
Oblivion Game of the Year Deluxe,"22330,22330"
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),22330
Spiritfarer®: Farewell Edition,972660
What Remains of Edith Finch,501300
SOMA,282140
Killing Floor,1250
WorldBox - God Simulator,1206560
Game Dev Tycoon,239820
DREDGE,1562430
Timberborn,1062090
ROUNDS,1557740
Persona 3 Reload,2161700
Halls of Torment,2218750
SILENT HILL 2,2124490
Against the Storm,1336490
The Talos Principle,257510
Bastion,107100
Blood and Bacon,434570
Dwarf Fortress,975370
ASTLIBRA Revision,1718570
Nine Sols,1809540
Total War: MEDIEVAL II - Definitive Edition,"4700,4780"
Total War: MEDIEVAL II – Definitive Edition,4700
My Friend Pedro,557340
NEKOPARA Vol. 1,333600
Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,260230
Crypt of the NecroDancer,247080
Half-Life: Opposing Force,50
死寂（Deathly Stillness）,1727650
Indigo Park: Chapter 1,2504480
The Elder Scrolls III: Morrowind® Game of the Year Edition,22320
FAR: Lone Sails,609320
Townscaper,1291340
Mindustry,1127400
ANIMAL WELL,813230
Amnesia: The Dark Descent,57300
Darkwood,274520
NIGHT-RUNNERS™ PROLOGUE,2707900
Roboquest,692890
Wildermyth,763890
Descenders,681280
Trine 2: Complete Story,35720
Fallout: A Post Nuclear Role Playing Game,38400
Pony Island,405640
Dust: An Elysian Tail,236090
STAR WARS™ Republic Commando™,6000
Shovel Knight: Treasure Trove,250760
LISA: Complete Edition,"335670,336370,379310"
Antichamber,219890
LISA: The Painful,335670
Yakuza Kiwami 2,927380
ENDER MAGNOLIA: Bloom in the Mist,2725260
Nova Drift,858210
Trine Enchanted Edition,35700
NGU IDLE,1147690
SpaceEngine,314650
Mini Metro,287980
The Room Three,456750
Dagon: by H. P. Lovecraft,1481400
Psychonauts,3830
The Talos Principle 2,835960
Everhood,1229380
Impostor Factory,1182620
Psychonauts 2,607080
Montaro,495890
Rabi-Ribi,400910
Cosmoteer: Starship Architect & Commander,799600
Door Kickers 2: Task Force North,1239080
Caves of Qud,333640
Five Nights at Freddy's: Into the Pit,2638370
Turnip Boy Commits Tax Evasion,1205450
AudioSurf,12900
Door Kickers: Action Squad,686200
Stronghold HD (2012),40950
"Warhammer 40,000: Dawn of War - Anniversary Edition",4570
Anomaly Agent,2378620
Reventure,900270
Cassette Beasts,1321440
Quake II,2320
Lucy -The Eternity She Wished For-,430960
Cat Quest,593280
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,410320
POSTAL: Brain Damaged,1359980
Poly Bridge 2,1062160
Pentiment,1205520
"Knowledge, or know Lady",2786680
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050
LYNE,266010
Farmer Against Potatoes Idle,1535560
Yuppie Psycho: Executive Edition,597760
Kingdom Rush Origins - Tower Defense,816340
FAITH: The Unholy Trinity,1179080
Drova - Forsaken Kin,1585180
Manifold Garden,473950
Bitburner,1812820
Class of '09,1443200
Neon Beats,1064610
Melatonin,1585220
Orcs Must Die!,102600
Zup! 2,562220
UFO 50,1147860
Gloomwood,1150760
Blood™ Fresh Supply,1010750
Severed Steel,1227690
Animal Revolt Battle Simulator,1215390
Turbo Overkill,1328350
MANDAGON,461560
Airships: Conquer the Skies,342560
Sid Meier's Pirates!,3920
Rusty Lake Paradise,744190
Crawl,293780
Amanda the Adventurer,2166060
The Coin Game,598980
Cat Quest II,914710
Crime Scene Cleaner: Prologue,2540100
Agent A: A puzzle in disguise,801480
Zuma Deluxe,3330
The Secret of Monkey Island: Special Edition,32360
Beat Hazard,49600
Dead Estate,1484720
BirdGut,1072390
Tangle Tower,359510
Narcissu 1st & 2nd,264380
PAC-MAN Championship Edition DX+ All You Can Eat Edition Bundle,"236450,246250,246251,246252,246253,246254,246255,246256,246257"
TCG Card Shop Simulator: Prologue,3103840
I Wanna Maker,1114940
How Fish Is Made,1854430
DEADBOLT,394970
Samorost 1,1580970
Shogun Showdown,2084000
your wife,3339420
PARANORMASIGHT: The Seven Mysteries of Honjo,2106840
Behind the Frame: The Finest Scenery,1634150
In Sound Mind,1119980
Five Nights at Freddy's: Help Wanted 2,2287520
Duck Detective: The Secret Salami,2637990
SteamWorld Dig 2,571310
POOLS,2663530
Creeper World 4,848480
The Riftbreaker: Prologue,1293860
Creaks,956030
Zup! 8,799070
Shape of Dreams: Prologue,3275270
Tattletail,568090
泡沫冬景,1049100
The Thrill of the Fight - VR Boxing,494150
Floating Point,302380
FATE,246840
Chill Pulse,2826180
"Cook, Serve, Delicious!",247020
Roadwarden,1155970
When The Past Was Around,1164050
Island Saver,1210250
Alien Shooter,33100
GemCraft - Chasing Shadows,296490
Billionaire Lovers,1578860
SHENZHEN I/O,504210
Sledders,2486740
Mortal Sin,1494810
Quake III Arena,2200
The Witch's House MV,885810
Notch - The Innocent LunA: Eclipsed SinnerS,325120
Cave Crawler,1865440
ScooterFlow,1648390
Megaquarium,600480
The Legend of Tianding,1406850
Rift of the NecroDancer,2073250
Lethal League,261180
Shredders,1874170
"one night, hot springs",917680
Vecter,1175140
Cyber Hook,1130410
Dune: Imperium,1689500
Chroma Squad,251130
TowerFall Ascension,251470
The Good Time Garden,1200860
Contradiction: Spot The Liar,373390
Sudoku Universe / 数独宇宙,733070
Defender's Quest: Valley of the Forgotten (DX edition),218410
Akane,884260
THE CORRIDOR,1347030
Card Survival: Tropical Island,1694420
DATE A LIVE: Rio Reincarnation,1047440
Intravenous 2,2608270
The Coma 2: Vicious Sisters,1045720
Ragnarock,1345820
Monster Train 2,2742830
Wrestling Empire,1620340
Mosaique Neko Waifus 2,1299120
SpaceChem,92800
Kao the Kangaroo: Round 2 (2003 re-release),1048540
Aurora Hills: Chapter 1,2762230
Obscure,254460
Zuma's Revenge!,3620
Who's Lila?,1697700
N++ (NPLUSPLUS),230270
Ancient Warfare 3,758990
Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,32460
Slap City,725480
Enigma of Fear,1507580
Gravity Circuit,858710
Vertigo 2,843390
OMFG: One Million Fatal Guns,1555710
Rock Life: The Rock Simulator,2056560
Saihate Station,3079280
Cattails | Become a Cat!,634160
dotAGE,638510
RATSHAKER™,3290710
The Jackbox Party Pack 6,1005300
Blood Spear,1638660
Tiny Bunny: Prologue,1249880
Spilled!,2240080
Charlie Murder,405290
Zup! 7,658560
Hexcells Plus,271900
Unavowed,336140
Misao - 2024 HD Remaster,691450
"OH MY GOD, LOOK AT THIS KNIGHT",781440
Umineko When They Cry - Question Arcs,406550
I Expect You To Die,587430
SEUM: Speedrunners from Hell,457210
Cloud Gardens,1372320
BallisticNG,473770
Kill The Crows,2441270
Murder House,1064460
Last Command,1487270
I'm on Observation Duty,1046820
Highway Blossoms,451760
There is No GreenDam,1109460
100 Dino Cats,2803000
Castlevania Dominus Collection,2369900
Dungeon Warfare,355980
Reus 2,1875060
Detective Grimoire,272600
Infinifactory,300570
The Last Door - Collector's Edition,284390
Zup! 9,1098340
Timelie,1150950
Sprout,758530
重生之我是小虾米,3101720
PARQUET,1662840
ZeroRanger,809020
SteamWorld Heist II,2396240
Zombieville USA 3D,1801520
Super Amazing Wagon Adventure,250500
100 Aliens Cats,2845270
Turnip Boy Robs a Bank,2097230
SharpShooter3D,2435900
Krypta FM,2973390
Small Saga,1320140
Railbound,1967510
Little Goody Two Shoes,1812370
UNREAL LIFE,1335560
NERTS! Online,1131190
SLUDGE LIFE,1144770
The Adventure of NAYU,1476340
Noctuary,2143680
Shattered Pixel Dungeon,1769170
9-nine-:Episode 1,976390
Cryptmaster,1885110
Coloring Game 3,1275640
Waves,107600
Impossible Creatures Steam Edition,324680
Battle Chef Brigade Deluxe,452570
Delete,773670
Chicken Police - Paint it RED!,1084640
Subsurface Circular,676820
Mosa Lina,2477090
The Dishwasher: Vampire Smile,268990
The Jackbox Party Pack 2,397460
ACE Academy,396650
Toree 3D,1554840
Cogmind,722730
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,1932640
Khimera: Destroy All Monster Girls,467380
Granny: Chapter Two,1205040
Ancient Dungeon,1125240
It gets so lonely here,2386250
"Braid, Anniversary Edition",499180
Minimalist Tower Defense,2617400
q.u.q.,2302140
LIZARDS MUST DIE 2,3107800
Critter Cove,1631470
A Monster's Expedition,1052990
Nyakori's Rabbit Doll,1162070
Pleh!,2191550
Capybara Spa,1822910
High Entropy: Challenges,1389630
TRY AGAIN,2448340
Dollmare,2793710
Multi Turret Academy,1869270
Shadow Man Remastered,1413870
Umineko When They Cry - Answer Arcs,639490
Montaro RE,971680
BETON BRUTAL,2330500
Liquidators,1382200
The Bunny Graveyard,1892420
Boomerang X,1170060
The Bard's Tale Trilogy,843260
Last Call BBS,1511780
攻城与召唤 Siege and Summons 【5分钟一局 策略竞技 】,2888980
The Ramp,1506510
Worldless,1898500
The Lar,1084570
IronWolf VR,552080
Passpartout 2: The Lost Artist,1571100
KARAKARA,487430
Dino Run DX,248330
Super Jigsaw Puzzle: Generations,1036950
King of the Bridge,2523120
Gumballs & Dungeons,3112010
Grim Legends: The Forsaken Bride,284850
Mutazione,1080750
The Confession,1289640
Is this Game Trying to Kill Me?,2658470
Paradigm,600370
Tag: The Power of Paint,1808400
Evil Nun: The Broken Mask,1460220
Sid Meier's Colonization (Classic),327400
DRAINUS,1975360
.Forty-Five,2691350
DoDonPachi Resurrection,464450
From Glory To Goo,2607060
Banyu Lintar Angin - Little Storm -,744800
Driftwood,2223700
The Legend of Heroes: Trails into Reverie,1668540
Cyber Knights: Flashpoint,1021210
Cross Princess,1301620
Owinka Shooter,2062930
Wolf Tails,822930
Half-Life: Alyx - Final Hours,1361700
Skin Deep,301280
Snakebird,357300
Hakuoki: Edo Blossoms,733340
Golf Peaks,923260
Heart of the Woods,844660
Grim Legends 2: Song of the Dark Swan,279800
"Peace, Death! 2",1546790
Shepherd of Light,1106770
Sam & Max Hit the Road,355170
TSIOQUE,393190
Dungeons of Blood and Dream,2488590
A=B,1720850
Haven Park,1549550
Ex-Zodiac,1249480
The Last Door: Season 2 - Collector's Edition,402530
MECHANICA: A Ballad of the Rabbit and Mercury,1558510
Utopia Must Fall,2849680
Ignited in Cavern,2738080
Grey Instinct,1570960
The Big Con,1139280
Harmonia,421660
Under Leaves,567030
Nightshade／百花百狼,512180
Winion Virus,3334660
KAMI,272040
Priest Simulator: Vampire Show,950620
Mondealy: Day One,1591570
Slayaway Camp,530390
ghostpia Season One,2192620
Chair F*cking Simulator,1302800
Angry Video Game Nerd I & II Deluxe,1162960
Harbinger,2859800
WHITE ALBUM: Memories like Falling Snow,2432110
Obama Boss Fight,1762270
Tales from Toyotoki: Arrival of the Witch (The witch of the Ihanashi),1950570
Absent in the Rain,2168610
Hitler Waifu,2435960
Bai Qu: Hundreds of Melodies,516600
Soulslayer～灭魂·误佳期～,466810
Lake of Voices,782340
Lost Words: Beyond the Page,599610
The Elephant Collection,2274110
Blackberry Honey,716340
Tunnet,2286390
Force Reboot,1766010
LUMINES REMASTERED,851670
100 New Year Cats,3340750
Blood Typers,2790330
Medieval II: Total War™ Kingdoms,4780
The Wild at Heart,1093290
Winds of Change,594130
Trap Legend,1226530
ROGUE LIGHT DECK BUILDER,3149370
"Spy Fox in ""Dry Cereal""",283980
Disney G-Force,319170
Rainy Season,1094420
Tile Cities,1957990
Jerma & Otto: The Curse of the Late Streamer,1669490
Your Smile Beyond Twilight:黄昏下的月台上,653950
